data_id,city_name,country_id,year,population,human_development_index,mobility_index,air_quality_index,energy_consumption_index,education_index,school_life_expectancy,healthcare_index,life_expectancy,income_inequality_index,employment_rate,governance_index,safety_index,internet_quality_index,city_development_index
C683_2022,Pikine,SEN,2022-2023,976771,58.91,55.30,49.46,63.56,45.18,7,55.84,50,75.72,59.71,50.10,44.37,63.18,56.24
C684_2022,Pingdingshan Henan,CHN,2022-2023,487943,46.42,51.60,31.38,47.94,29.37,4,59.05,53,50.83,65.02,49.03,69.23,50.23,50.37
C685_2022,Pingxiang Jiangxi,CHN,2022-2023,1162776,44.78,45.40,37.26,69.10,44.21,7,52.00,45,38.12,59.26,48.11,47.20,50.91,49.16
C686_2022,Piura,PER,2022-2023,347489,55.27,38.18,57.66,49.97,35.29,5,60.04,59,70.49,48.34,56.30,60.17,45.09,52.15
C687_2022,Pizhou,CHN,2022-2023,1294612,46.53,45.05,60.71,60.79,50.28,8,47.48,47,41.82,73.05,45.38,32.22,68.80,52.56
C688_2022,Plovdiv,BGR,2022-2023,692731,54.28,52.87,27.21,54.10,50.99,8,55.86,37,56.00,49.62,50.62,28.83,83.40,50.95
C689_2022,Pointe Noire,COG,2022-2023,2912494,49.35,51.66,38.73,66.62,47.28,7,48.72,44,52.06,51.48,56.88,43.28,63.20,51.99
C690_2022,Pontianak,IDN,2022-2023,1280550,56.02,50.04,42.17,42.31,68.49,10,50.53,45,49.05,62.21,53.31,41.71,55.15,51.50
C691_2022,Port Au Prince,HTI,2022-2023,3324694,57.45,46.19,38.47,47.62,50.49,8,49.86,42,72.00,44.76,50.06,37.32,46.70,48.35
C692_2022,Port Elizabeth,ZAF,2022-2023,1320347,56.46,44.72,28.30,66.12,66.22,10,51.82,43,51.33,61.32,45.10,49.89,51.29,51.61
C693_2022,Port Harcourt,NGA,2022-2023,4185488,49.81,30.93,54.45,38.49,41.36,6,61.94,58,46.13,81.35,52.84,57.12,52.51,51.71
C694_2022,Porto,PRT,2022-2023,537125,49.41,43.91,28.71,34.32,45.85,7,52.15,42,50.23,48.28,44.14,45.83,55.22,44.86
C695_2022,Porto Alegre,BRA,2022-2023,1317926,48.34,46.70,60.76,49.39,44.39,7,51.19,57,49.44,59.30,47.34,59.20,75.34,54.31
C696_2022,Poznan,POL,2022-2023,2739768,55.62,32.24,35.60,57.26,74.26,11,42.08,45,50.51,41.13,51.52,56.77,69.74,51.11
C697_2022,Prague,CZE,2022-2023,877010,75.15,44.00,43.30,15.36,74.30,11,71.20,59,79.96,75.10,52.20,61.80,58.39,57.56
C698_2022,Pretoria,ZAF,2022-2023,3294779,59.75,49.92,37.60,58.31,60.86,9,58.73,52,59.67,57.44,50.21,61.06,40.38,53.42
C699_2022,Puducherry,IND,2022-2023,663573,47.77,45.46,59.10,47.67,40.30,6,48.71,57,54.29,46.90,44.28,64.07,65.74,51.65
C700_2022,Puebla,MEX,2022-2023,815141,66.89,35.05,43.58,63.61,61.77,9,55.22,46,83.67,60.69,57.09,39.37,40.12,54.02
C701_2022,Puente Alto,CHL,2022-2023,6987077,44.60,39.81,45.21,55.22,23.88,4,60.87,47,49.05,41.11,46.75,36.08,70.33,46.83
C702_2022,Puerto La Cruz,VEN,2022-2023,1223886,45.72,37.56,50.61,52.29,43.11,6,48.34,46,45.72,36.69,48.34,39.82,56.30,45.88
C703_2022,Pune,IND,2022-2023,2093166,61.55,55.92,47.93,53.19,48.32,7,58.45,51,77.87,61.09,54.74,46.39,71.23,57.51
C704_2022,Puning,CHN,2022-2023,3132527,49.73,34.89,53.82,41.26,50.04,8,49.09,53,50.05,51.03,46.12,55.01,61.99,49.33
C705_2022,Putian,CHN,2022-2023,5865232,63.35,46.41,55.92,49.56,69.06,10,47.11,55,73.87,63.16,53.03,61.17,14.55,53.38
C706_2022,Pyongyang,PRK,2022-2023,755409,45.22,50.52,33.65,43.63,36.36,5,56.88,46,42.42,34.42,50.84,47.02,80.07,47.58
C707_2022,Qingdao,CHN,2022-2023,1634829,59.14,45.01,49.05,42.11,52.05,8,54.32,51,71.05,59.77,56.80,48.22,44.08,52.25
C708_2022,Qingyuan,CHN,2022-2023,1609057,53.30,39.46,47.51,56.88,51.15,8,56.93,49,51.83,48.11,51.23,41.07,56.72,50.09
C709_2022,Qinhuangdao,CHN,2022-2023,1333404,53.68,60.55,43.68,55.37,49.94,7,63.13,52,47.97,58.18,47.53,48.45,37.27,51.21
C710_2022,Qiqihaer,CHN,2022-2023,1814734,57.55,59.42,50.42,65.08,57.35,9,56.23,56,59.08,45.54,51.29,61.53,38.68,54.46
C711_2022,Qom,IRN,2022-2023,837814,67.18,42.66,47.15,50.29,76.83,12,57.11,53,67.61,42.51,52.73,54.89,55.19,54.70
C712_2022,Quanzhou,CHN,2022-2023,1389302,51.94,40.74,45.40,59.93,53.50,8,42.81,46,59.51,55.10,58.47,49.97,60.23,52.57
C713_2022,Quebec,CAN,2022-2023,1159635,58.16,42.04,68.97,79.56,59.26,9,51.41,56,63.80,30.47,55.52,47.66,39.60,53.83
C714_2022,Queretaro,MEX,2022-2023,2967156,39.51,44.98,39.60,46.69,32.20,5,44.73,47,41.60,55.82,53.57,56.32,48.24,46.38
C715_2022,Quetta,PAK,2022-2023,1928296,52.54,45.62,56.98,58.59,45.71,7,46.92,48,64.98,25.09,56.47,41.20,39.24,48.08
C716_2022,Quezon,PHL,2022-2023,1008582,49.42,44.44,47.56,57.47,26.59,4,61.26,55,60.42,41.07,53.22,55.92,63.61,51.16
C717_2022,Quito,ECU,2022-2023,836448,56.15,42.15,34.85,51.89,63.31,9,51.16,46,53.99,45.07,58.62,50.73,59.91,51.17
C718_2022,Qujing,CHN,2022-2023,423718,57.98,53.83,53.10,33.11,53.13,8,58.92,50,61.89,58.07,51.08,38.79,32.62,49.45
C719_2022,Quzhou,CHN,2022-2023,1931930,57.51,47.55,44.67,56.37,41.38,6,58.32,49,72.82,48.37,54.59,45.39,32.15,50.16
C720_2022,Ra's Bayrut,LBN,2022-2023,1760411,57.47,30.16,69.81,29.29,71.60,11,59.54,58,41.27,52.31,53.76,45.33,69.89,52.30
C721_2022,Rabat,MAR,2022-2023,1988607,56.05,41.10,34.90,46.81,44.30,7,45.03,41,78.83,38.90,36.90,42.70,53.93,46.34
C722_2022,Raipur,IND,2022-2023,942126,49.68,50.22,39.04,52.74,49.67,7,46.46,46,52.90,49.39,52.01,52.92,56.83,50.22
C723_2022,Rajkot,IND,2022-2023,1510765,56.44,51.86,38.87,59.40,53.04,8,50.37,46,65.91,43.68,49.58,49.94,68.48,53.11
C724_2022,Rajshahi,BGD,2022-2023,423718,46.00,47.91,52.49,55.62,49.97,7,52.89,53,35.14,40.25,49.95,53.71,79.61,51.75
C725_2022,Ranchi,IND,2022-2023,2327455,57.31,51.07,59.94,52.78,67.97,10,52.94,54,51.03,58.61,49.91,50.29,45.30,53.98
C726_2022,Rangpur,BGD,2022-2023,4220458,46.84,48.64,42.04,53.10,42.72,6,44.82,46,52.97,49.38,54.23,50.32,57.57,49.58
C727_2022,Rawalpindi,PAK,2022-2023,934515,55.95,48.64,54.43,57.20,31.40,5,56.55,53,79.91,66.22,49.96,46.74,55.54,54.66
C728_2022,Recife,BRA,2022-2023,733400,50.73,49.68,56.29,60.66,47.76,7,55.43,51,49.01,55.48,44.46,41.62,61.88,52.23
C729_2022,Reykjavik,ISL,2022-2023,13634274,70.73,31.35,60.80,49.29,81.30,12,63.60,67,67.28,77.50,46.98,77.30,54.61,61.00
C730_2022,Reynosa,MEX,2022-2023,261614,53.90,47.62,29.42,38.34,28.66,4,62.17,48,70.88,68.39,56.96,51.72,48.43,50.26
C731_2022,Ribeirao Preto,BRA,2022-2023,7538200,45.90,33.23,42.82,55.45,41.17,6,56.88,48,39.65,38.79,59.46,43.21,24.69,43.54
C732_2022,Riga,LVA,2022-2023,1353165,61.70,41.70,48.10,67.64,60.30,9,52.87,53,71.93,66.10,31.00,58.90,29.96,52.85
C733_2022,Rio De Janeiro,BRA,2022-2023,4297877,23.00,13.80,26.20,21.36,18.70,3,30.67,23,19.62,41.40,23.45,12.80,28.90,23.69
C734_2022,Rishon LeZiyyon,ISR,2022-2023,1574235,52.75,42.06,47.34,52.32,45.95,7,45.72,51,66.57,61.03,55.07,60.56,40.17,51.68
C735_2022,Riyadh,SAU,2022-2023,1138025,57.11,44.05,36.00,49.25,78.60,12,79.50,55,13.24,61.30,64.98,49.40,24.49,50.08
C736_2022,Rizhao,CHN,2022-2023,1014675,54.82,59.49,27.89,56.00,66.93,10,58.43,44,39.09,39.19,43.71,45.35,71.57,50.77
C737_2022,Rome,ITA,2022-2023,1246135,46.74,15.85,22.90,49.47,44.00,7,35.27,30,60.94,20.10,27.68,33.20,32.83,34.22
C738_2022,Rosario,ARG,2022-2023,1133891,51.51,48.24,34.65,42.36,54.40,8,48.23,49,51.90,49.74,47.06,64.22,74.24,51.50
C739_2022,Rostov on Don,RUS,2022-2023,5535556,55.06,56.05,34.62,46.16,45.32,7,46.88,42,72.97,58.53,51.76,45.84,35.79,49.39
C740_2022,Rotterdam,NLD,2022-2023,1323231,62.19,50.85,36.70,53.18,71.10,11,65.73,50,49.73,68.30,53.93,47.60,41.68,53.88
C741_2022,Ruian,CHN,2022-2023,820882,50.57,37.80,31.28,45.68,35.81,5,52.53,41,63.36,74.73,57.51,40.65,37.67,47.70
C742_2022,Saharanpur,IND,2022-2023,62622,56.29,47.37,38.88,39.68,48.77,7,60.15,54,59.95,56.96,47.33,61.66,39.17,49.99
C743_2022,Saint Petersburg,RUS,2022-2023,1146334,66.98,44.43,34.34,46.92,64.79,10,58.39,50,77.75,69.37,46.39,57.05,36.93,53.64
C744_2022,Saitama,JPN,2022-2023,1017570,54.80,44.41,50.42,53.96,40.48,6,66.40,55,57.51,36.03,53.99,48.95,49.68,50.18
C745_2022,Sakai,JPN,2022-2023,3920132,47.03,50.91,72.92,36.60,55.25,8,49.33,60,36.52,38.05,56.28,57.55,70.43,52.38
C746_2022,Sale,MAR,2022-2023,1157631,44.37,51.55,16.78,60.56,38.03,6,40.50,38,54.58,56.41,55.16,56.05,53.14,48.28
C747_2022,Salem,IND,2022-2023,1071258,51.77,39.32,48.77,53.61,38.44,6,58.43,53,58.44,56.66,58.87,50.70,16.02,47.93
C748_2022,Saltillo,MEX,2022-2023,1324319,60.98,50.15,45.24,43.55,65.98,10,61.92,44,55.03,61.80,41.38,23.84,44.49,49.34
C749_2022,Salvador,BRA,2022-2023,1473325,55.55,40.97,46.83,54.11,42.09,6,51.33,50,73.22,47.98,51.72,51.21,54.65,51.41
C750_2022,Samara,RUS,2022-2023,1387378,63.61,39.76,41.24,54.01,50.90,8,65.54,53,74.39,50.38,50.42,53.07,62.86,54.26
C751_2022,Samarinda,IDN,2022-2023,807774,64.03,52.67,42.85,49.44,47.23,7,69.91,50,74.94,48.11,51.46,36.99,39.17,51.28
C752_2022,Samut Prakan,THA,2022-2023,1441324,65.85,36.57,30.59,46.97,57.68,9,68.92,48,70.94,49.56,40.88,45.68,79.46,52.73
C753_2022,San Antonio,USA,2022-2023,972082,46.22,58.48,45.75,55.75,56.83,9,48.54,46,33.28,52.52,46.65,43.05,49.47,49.03
C754_2022,San Diego,USA,2022-2023,616813,55.63,49.59,47.96,52.50,49.61,7,55.03,51,62.24,50.05,49.09,51.27,67.07,53.44
C755_2022,San Francisco,USA,2022-2023,546001,43.41,34.80,43.10,40.58,52.60,8,53.93,42,23.69,59.20,54.15,28.00,69.89,45.99
C756_2022,San Jose_cri,CRI,2022-2023,1235426,55.65,22.30,38.30,49.80,51.00,8,53.13,40,62.82,53.40,27.13,27.70,29.62,41.52
C757_2022,San Jose_usa,USA,2022-2023,1013645,55.95,53.02,46.89,50.47,45.52,7,55.02,50,67.30,38.82,51.70,47.59,42.94,49.93
C758_2022,San Juan,PRI,2022-2023,275161,48.72,44.56,60.78,66.77,50.05,8,49.74,53,46.36,49.26,52.01,47.72,56.36,52.36
C759_2022,San Luis Potosi,MEX,2022-2023,955649,52.43,47.55,42.21,58.65,47.46,7,53.75,48,56.08,51.54,52.12,48.11,61.84,51.93
C760_2022,San Miguel De Tucuman,ARG,2022-2023,1110681,47.90,54.56,55.87,36.38,43.23,6,60.91,59,39.56,38.61,50.96,59.55,40.03,47.97
C761_2022,San Miguelito,PAN,2022-2023,3181655,54.13,43.78,38.54,64.84,56.35,8,48.17,43,57.87,42.23,57.27,42.74,63.17,51.50
C762_2022,San Pedro Sula,HND,2022-2023,1784372,45.65,61.11,32.13,44.61,44.62,7,54.93,42,37.40,59.17,51.64,38.91,46.31,47.08
C763_2022,San Salvador,SLV,2022-2023,541102,56.48,45.37,49.68,45.57,43.06,6,53.76,45,72.61,54.20,39.31,32.83,69.74,50.61
C764_2022,Sana'a,YEM,2022-2023,6856939,32.17,27.50,16.20,53.29,25.10,4,31.83,27,39.58,19.60,22.80,34.10,62.60,33.26
C765_2022,Santa Cruz,BOL,2022-2023,439969,50.27,44.50,39.87,50.49,32.96,5,51.96,43,65.89,41.94,48.90,37.77,31.75,44.60
C766_2022,Santa Marta,COL,2022-2023,771748,47.00,40.17,48.14,48.41,43.75,7,41.89,52,55.35,49.30,53.38,66.49,53.94,50.08
C767_2022,Santiago,CHL,2022-2023,3457626,35.05,27.35,15.80,22.63,31.40,5,37.73,24,36.03,56.10,33.03,17.30,34.89,31.23
C768_2022,Santiago de Cuba,CUB,2022-2023,809836,45.05,38.60,51.54,46.80,39.34,6,51.32,48,44.50,45.12,49.54,41.02,49.53,45.73
C769_2022,Santiago de los Caballeros,DOM,2022-2023,410578,54.76,43.22,49.32,59.23,43.34,7,52.31,50,68.62,67.85,51.12,48.05,45.54,52.86
C770_2022,Santo Domingo,DOM,2022-2023,740631,47.68,63.84,58.63,50.98,45.78,7,50.86,55,46.39,50.52,43.52,56.60,43.62,51.07
C771_2022,Santo Domingo Este,DOM,2022-2023,22429799,49.83,49.44,58.02,47.47,41.38,6,54.79,54,53.31,60.12,49.28,48.31,57.01,51.91
C772_2022,Santo Domingo Oeste,DOM,2022-2023,2668982,51.14,43.97,50.15,60.07,43.00,6,45.60,49,64.82,52.16,52.76,50.15,53.05,51.57
C773_2022,Sao Jose Dos Campos,BRA,2022-2023,839439,44.22,46.03,47.37,47.86,36.53,5,51.09,46,45.03,60.20,41.65,38.82,47.29,46.19
C774_2022,Sao Paulo,BRA,2022-2023,726839,33.85,19.15,17.60,57.05,26.20,4,38.77,24,36.57,51.80,29.18,16.40,65.80,35.85
C775_2022,Sapporo,JPN,2022-2023,306999,49.71,39.47,31.80,54.65,56.92,9,53.47,44,38.74,32.28,51.04,45.36,45.16,44.89
C776_2022,Saratov,RUS,2022-2023,749134,50.22,37.47,31.86,45.53,42.85,6,59.81,52,47.99,52.36,51.00,63.72,70.21,50.28
C777_2022,Sargodha,PAK,2022-2023,295056,61.46,38.53,59.47,44.09,54.57,8,56.12,54,73.70,59.65,48.06,45.30,79.20,55.87
C778_2022,Sariwon,PRK,2022-2023,403499,47.89,53.25,66.70,42.64,46.36,7,55.52,55,41.80,37.54,47.25,44.11,66.35,50.15
C779_2022,Seattle,USA,2022-2023,328894,66.01,35.10,43.60,40.10,61.20,9,59.40,43,77.42,64.90,53.98,27.00,44.67,50.74
C780_2022,Sekondi Takoradi,GHA,2022-2023,1034917,47.93,57.81,45.01,42.78,50.41,8,58.58,56,34.80,52.13,45.61,64.73,52.55,50.44
C781_2022,Semarang,IDN,2022-2023,1937887,45.03,43.10,36.37,61.16,47.67,7,57.80,45,29.63,51.11,52.12,40.93,59.85,47.97
C782_2022,Sendai,JPN,2022-2023,2339991,50.69,42.94,33.53,63.05,58.95,9,52.07,47,41.04,43.18,46.06,55.32,45.60,48.17
C783_2022,Seongnam,KOR,2022-2023,941569,48.17,55.14,49.14,45.00,38.70,6,58.74,53,47.08,52.40,55.58,49.65,70.20,52.16
C784_2022,Seoul,KOR,2022-2023,9975709,64.89,46.85,14.80,52.32,57.20,9,72.77,51,64.71,63.10,48.58,65.40,95.81,58.15
C785_2022,Serang,IDN,2022-2023,708811,56.42,47.37,64.77,59.74,59.61,9,54.11,52,55.55,60.20,59.17,38.44,51.97,55.09
C786_2022,Sevilla,ESP,2022-2023,692588,62.29,55.41,62.48,49.44,54.69,8,51.66,56,80.53,36.45,50.79,53.18,64.43,55.91
C787_2022,Shah Alam,MYS,2022-2023,210985,56.34,49.53,58.36,41.73,62.64,9,47.20,51,59.17,61.24,47.13,48.05,75.01,55.01
C788_2022,Shanghai,CHN,2022-2023,28516903,67.45,50.15,49.70,11.88,76.60,11,80.13,67,45.61,83.30,68.35,69.70,26.48,56.19
C789_2022,Shangqiu,CHN,2022-2023,873125,41.99,66.08,35.17,51.54,39.49,6,48.05,45,38.42,58.06,47.89,52.70,45.03,48.24
C790_2022,Shangrao,CHN,2022-2023,1081383,54.84,37.80,35.96,56.53,68.15,10,48.83,47,47.53,64.20,56.05,55.21,37.73,50.80
C791_2022,Shantou,CHN,2022-2023,4490411,49.52,53.19,48.76,59.81,48.97,7,45.04,49,54.55,49.75,55.83,52.21,57.14,52.53
C792_2022,Shaoguan,CHN,2022-2023,775245,52.94,42.04,52.11,55.87,30.57,5,52.07,49,76.18,50.37,42.11,42.25,49.69,49.33
C793_2022,Shaoxing,CHN,2022-2023,2722257,60.30,52.04,38.23,52.56,56.65,8,57.18,50,67.07,52.39,52.61,53.57,52.95,53.53
C794_2022,Shaoyang,CHN,2022-2023,745467,44.70,61.18,49.55,46.20,47.56,7,54.39,51,32.14,57.17,49.19,48.74,56.56,50.27
C795_2022,Sharjah,ARE,2022-2023,1785684,50.70,36.39,28.26,42.51,54.21,8,53.75,45,44.13,58.74,49.30,51.53,58.94,47.78
C796_2022,Sheffield,GBR,2022-2023,740532,50.08,39.79,36.49,55.40,53.24,8,51.33,48,45.68,35.12,51.26,55.58,66.42,49.03
C797_2022,Shenyang,CHN,2022-2023,7527975,51.81,43.70,37.98,56.24,53.83,8,56.61,49,44.99,45.60,51.41,51.22,45.67,48.73
C798_2022,Shenzhen,CHN,2022-2023,12831330,70.39,63.95,68.50,55.18,77.00,12,83.37,76,50.80,84.20,70.53,76.50,62.75,69.28
C799_2022,Shibganj,BGD,2022-2023,666869,56.29,44.50,50.04,41.61,45.99,7,61.06,56,61.81,39.42,46.86,56.71,39.23,48.72
C800_2022,Shijiazhuang,CHN,2022-2023,4285135,53.27,43.15,41.29,38.69,60.42,9,52.79,42,46.59,45.12,46.17,32.29,47.20,45.37
C1_2023,Aba,NGA,2023-2024,1188803,48.66,46.57,46.42,83.66,48.74,7,55.70,47,41.53,43.89,50.25,39.92,53.00,50.97
C2_2023,Abidjan,CIV,2023-2024,5686350,46.89,33.73,54.67,52.69,51.15,8,44.91,52,44.62,52.22,53.50,56.33,44.89,48.87
C3_2023,Abobo,CIV,2023-2024,900000,54.24,51.34,43.30,40.61,45.66,7,64.46,55,52.61,40.67,45.67,57.35,41.90,48.36
C4_2023,Abomey Calavi,BEN,2023-2024,1252890,54.85,43.29,53.85,37.84,58.68,9,52.83,51,53.04,54.38,55.12,45.98,65.28,52.03
C5_2023,Abu Dhabi,ARE,2023-2024,1566999,74.49,68.35,51.20,64.27,74.90,11,87.10,68,61.46,61.80,72.25,65.90,62.86,67.01
C6_2023,Abu Ghurayb,IRQ,2023-2024,900000,60.85,51.76,65.89,51.68,63.23,9,59.97,57,59.34,50.78,51.88,46.48,71.84,57.29
C7_2023,Abuja,NGA,2023-2024,3839646,57.94,45.85,37.50,37.76,51.90,8,47.00,39,74.91,37.10,29.78,33.40,53.92,44.91
C8_2023,Acapulco De Juarez,MEX,2023-2024,1018976,49.49,36.45,39.37,54.05,42.31,6,56.47,47,49.68,54.55,54.02,44.76,60.09,49.18
C9_2023,Accra,GHA,2023-2024,2660072,46.00,30.90,22.30,55.50,48.20,7,42.77,36,47.04,30.90,33.05,41.80,60.63,41.31
C10_2023,Ad Dammam,SAU,2023-2024,1329291,51.99,34.60,57.10,48.03,58.44,9,48.80,52,48.74,40.24,52.63,50.52,58.61,49.77
C11_2023,Adana,TUR,2023-2024,1835895,62.60,55.71,56.30,56.70,67.08,10,46.76,53,73.95,49.45,48.88,56.84,42.64,55.43
C12_2023,Addis Ababa,ETH,2023-2024,5460591,45.62,41.08,33.46,66.63,39.47,6,51.07,41,46.31,45.30,43.58,38.47,24.03,42.94
C13_2023,Adelaide,CCK,2023-2024,1366783,58.43,53.56,53.99,78.91,64.65,10,51.26,53,59.38,54.45,49.06,52.60,82.68,60.05
C14_2023,Aden,YEM,2023-2024,1079670,52.19,56.91,45.60,54.53,55.72,8,57.88,49,42.98,48.82,51.37,44.95,72.34,53.11
C15_2023,Agadir,MAR,2023-2024,979248,51.11,38.56,53.56,37.05,44.08,7,45.50,48,63.74,57.63,46.58,43.96,68.45,49.91
C16_2023,Agra,IND,2023-2024,2367554,68.64,41.59,33.53,48.00,53.53,8,53.56,46,98.84,44.60,52.32,50.59,67.77,54.43
C17_2023,Aguascalientes,MEX,2023-2024,1161448,46.25,46.90,48.84,54.12,49.44,7,47.99,47,41.32,40.42,49.62,42.67,79.88,50.12
C18_2023,Ahmedabad,IND,2023-2024,8650605,63.20,53.78,24.78,46.68,64.99,10,55.81,46,68.81,53.27,44.13,58.07,38.53,50.89
C19_2023,Ahvaz,IRN,2023-2024,1293619,59.50,39.36,34.76,68.10,60.82,9,54.80,48,62.89,31.25,49.43,53.81,65.05,52.03
C20_2023,Akure,NGA,2023-2024,744371,55.62,50.55,33.08,46.92,48.50,7,54.85,44,63.51,46.07,48.23,44.67,39.77,47.62
C21_2023,Al Ahmadi,KWT,2023-2024,1299966,61.73,51.28,54.17,62.51,52.01,8,57.12,52,76.07,48.00,49.83,45.56,49.83,54.64
C22_2023,Al Basrah al Qadimah,IRQ,2023-2024,3244402,49.28,45.74,28.93,51.78,50.15,8,44.56,45,53.14,49.09,47.60,60.67,45.88,47.75
C23_2023,Al Hoceima,MAR,2023-2024,394646,54.39,45.20,51.11,46.67,51.54,8,51.22,43,60.40,40.89,51.34,26.75,55.35,48.05
C24_2023,Al Hudaydah,YEM,2023-2024,734699,59.39,52.24,35.08,51.98,49.24,7,51.74,50,77.18,47.33,45.26,63.89,54.80,52.87
C25_2023,Al Kharj,SAU,2023-2024,418027,65.48,36.18,58.09,49.14,49.99,7,69.74,57,76.70,50.28,53.76,42.27,53.68,53.98
C26_2023,Al Khobar,SAU,2023-2024,377692,63.37,34.35,45.60,54.51,69.40,10,63.27,54,57.44,43.20,55.35,54.10,85.08,56.23
C27_2023,Al Mahallah al Kubra,EGY,2023-2024,584952,52.69,43.81,45.70,33.19,33.50,5,58.84,52,65.72,45.66,44.19,52.90,64.93,48.84
C28_2023,Al Mansurah,EGY,2023-2024,2029862,49.80,50.61,50.54,44.20,38.72,6,54.46,47,56.23,52.54,45.38,37.26,58.85,48.88
C29_2023,Al Mawsil al Jadidah,IRQ,2023-2024,2203025,51.91,44.77,33.60,37.69,36.08,5,53.51,44,66.13,31.14,52.48,44.39,62.40,46.22
C30_2023,Aleppo,SYR,2023-2024,5588477,58.10,47.51,39.68,55.02,53.76,8,49.80,46,70.74,51.15,44.60,48.64,57.63,51.85
C31_2023,Alexandria,EGY,2023-2024,2901810,48.88,36.86,40.27,72.06,55.49,8,49.37,46,41.78,51.38,57.32,47.87,61.62,51.40
C32_2023,Algiers,DZA,2023-2024,1312369,59.25,30.05,32.10,60.24,63.60,10,52.13,45,62.01,35.10,42.40,51.50,31.79,46.09
C33_2023,Aligarh,IND,2023-2024,1465152,67.80,46.92,45.83,56.38,68.20,10,53.95,49,81.26,57.87,48.39,45.99,54.81,55.96
C34_2023,Allahabad,IND,2023-2024,1987301,64.96,50.35,67.51,48.91,62.37,9,57.01,59,75.50,68.52,48.93,53.40,66.60,59.91
C35_2023,Almaty,KAZ,2023-2024,729276,52.90,47.84,42.62,38.72,42.83,6,45.01,49,70.85,42.81,49.80,59.22,18.32,45.80
C36_2023,Amara,IRQ,2023-2024,2232240,54.23,37.55,33.19,64.08,51.57,8,48.27,44,62.84,40.84,54.78,50.61,47.98,49.17
C37_2023,Amman,JOR,2023-2024,792620,51.15,26.50,33.40,49.81,40.90,6,49.97,41,62.58,24.40,35.53,39.30,64.93,42.73
C38_2023,Amravati,IND,2023-2024,1451748,56.67,42.31,57.68,49.18,59.61,9,42.98,50,67.41,38.70,53.81,49.94,47.11,50.87
C39_2023,Amritsar,IND,2023-2024,1174025,49.50,47.84,34.08,38.80,44.76,7,37.29,41,66.46,45.97,44.75,50.25,72.75,48.30
C40_2023,Amsterdam,NLD,2023-2024,5397098,68.57,43.00,33.50,21.36,71.20,11,61.87,46,72.63,71.20,53.43,43.20,60.26,53.17
C41_2023,Ankara,TUR,2023-2024,779535,57.35,44.05,41.10,17.04,50.90,8,64.07,56,57.09,60.10,54.00,63.60,26.42,47.84
C42_2023,Anqing,CHN,2023-2024,791931,56.07,50.78,38.21,56.28,42.66,6,56.57,49,68.98,49.80,47.52,51.26,55.74,51.78
C43_2023,Anqiu,CHN,2023-2024,766703,47.83,37.32,46.65,47.60,44.27,7,57.81,53,41.42,45.44,48.52,53.72,59.45,48.22
C44_2023,Ansan,KOR,2023-2024,1689499,56.68,44.05,33.96,27.74,59.92,9,64.15,49,45.97,52.03,46.23,49.68,59.45,48.32
C45_2023,Anshan,CHN,2023-2024,1347240,53.31,50.21,39.51,65.59,44.88,7,62.64,46,52.42,45.36,46.56,36.44,57.44,50.11
C46_2023,Antalya,TUR,2023-2024,3872264,46.83,40.75,50.91,18.92,42.64,6,49.23,48,48.62,59.81,44.76,43.57,57.11,45.63
C47_2023,Antananarivo,MDG,2023-2024,946653,49.15,41.49,33.15,39.52,37.08,6,54.04,47,56.32,40.22,45.40,52.78,44.86,44.49
C48_2023,Antipolo,PHL,2023-2024,456802,45.21,41.66,38.33,55.50,45.53,7,52.81,43,37.30,61.93,52.45,36.71,40.83,46.31
C49_2023,Antofagasta,CHL,2023-2024,1057215,65.25,37.39,33.90,47.87,72.52,11,58.00,47,65.24,49.81,50.98,49.33,52.35,51.74
C50_2023,Antwerp,BEL,2023-2024,1642347,62.16,30.40,37.80,38.19,52.69,8,54.59,49,79.19,61.05,47.34,55.59,43.66,50.05
C51_2023,Anyang,CHN,2023-2024,798382,58.77,40.14,65.63,68.38,42.70,6,61.10,55,72.50,38.43,47.95,38.92,67.11,54.29
C52_2023,Ar Rayyan,QAT,2023-2024,1056986,55.64,48.61,52.76,52.35,44.04,7,60.39,53,62.49,64.98,52.01,45.53,47.44,53.06
C53_2023,Aracaju,BRA,2023-2024,958998,53.41,52.47,43.18,47.83,43.43,7,44.98,47,71.82,49.34,48.38,52.26,64.31,51.80
C54_2023,Arequipa,PER,2023-2024,1505033,54.36,46.39,69.58,58.48,58.13,9,49.58,57,55.37,48.76,46.12,52.56,54.70,53.97
C55_2023,Asansol,IND,2023-2024,220837,50.41,29.97,43.02,64.24,64.46,10,42.65,44,44.13,50.29,45.09,47.03,56.87,48.78
C56_2023,Ashdod,ISR,2023-2024,902353,55.56,56.08,37.99,54.48,60.63,9,51.98,44,54.07,68.47,55.83,43.09,57.06,53.97
C57_2023,Ashgabat,TKM,2023-2024,1072666,41.56,46.26,31.90,58.21,48.28,7,51.96,39,24.43,54.02,43.89,32.60,58.01,44.96
C58_2023,Asmara,ERI,2023-2024,1291280,41.39,48.94,49.92,49.18,30.55,5,49.64,48,43.99,52.01,42.68,43.33,67.87,47.81
C59_2023,Astana,KAZ,2023-2024,3510511,49.43,39.04,54.87,53.02,33.20,5,44.84,54,70.25,68.58,52.83,62.03,73.35,55.20
